pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege,puma_shnoncollege,puma_shpov_col,puma_shpov_noncol,puma_hhinc_col,puma_hhinc_noncol,puma_shmarr_noncol,puma_shcoh_noncol,puma_shunpmom_noncol,puma_shmarr_col,puma_shcoh_col,puma_shunpmom_col,puma_shpov_marr_col,puma_shpov_cohab_col,puma_shpov_unpmom_col,puma_shpov_marr_noncol,puma_shpov_cohab_noncol,puma_shpov_unpmom_noncol,puma_hhinc_marr_col,puma_hhinc_cohab_col,puma_hhinc_unpmom_col,puma_hhinc_marr_noncol,puma_hhinc_cohab_noncol,puma_hhinc_unpmom_noncol
Seminole County (North Central),1211702,1202001,Seminole County (North Central),1211702,2010,south atlantic division,117,2001,02001,36.113438,63.886562,4.9987869,22.551785,100000,60600,64.696838,7.9262815,27.376879,86.511093,.7112301,12.777678,2.3976364,0,22.888083,9.2582722,20.124693,54.669617,109000,128600,42800,78800,67600,23000
Seminole County (South Central),1211703,1202002,Seminole County (South Central),1211703,2010,south atlantic division,117,2002,02002,36.484356,63.515644,4.3941216,14.651484,90500,55000,73.508339,5.0361557,21.455507,86.469025,3.7713375,9.7596388,3.5384886,0,13.67289,8.9372377,13.89068,34.407539,96000,129000,68400,58000,57000,28000
Seminole County (East),1211704,1202002,Seminole County (East),1211704,2010,south atlantic division,117,2002,02002,30.866188,69.133812,4.0171719,26.095646,96000,51400,61.907696,8.7343616,29.357943,88.23101,1.0265304,10.74246,2.9414334,0,13.236408,11.651241,20.294043,58.28091,107240,129000,42800,63650,67600,22000
Lake (South) & Sumter (South) Counties,1206903,1201801,Lake (South) & Sumter (South) Counties,1211900,2010,south atlantic division,69,1801,01801,18.467884,81.53212,5.720993,24.401592,82000,40800,65.224312,9.1712513,25.604435,83.613113,2.5643439,13.822545,4.313375,33.667007,9.0512142,15.957464,41.168785,39.906185,95000,73000,45000,53000,24000,21900
"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",1212701,1201901,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",1212701,2010,south atlantic division,127,1901,01901,13.969787,86.030212,6.7447042,30.919624,85880,42700,63.312363,9.1079826,27.579653,85.242477,3.0100334,11.747492,0,0,57.413994,13.942599,47.403725,64.448639,95300,89300,20400,57000,32000,19000
Flagler & Volusia (North Central) Counties,1203500,1201901,Flagler & Volusia (North Central) Counties,1212702,2010,south atlantic division,127,1901,01901,18.168398,81.831604,9.6711369,30.576321,80000,39000,38.936066,7.7593937,53.304543,67.738335,5.4564953,26.805168,3.9752092,0,26.033772,8.408637,32.950645,46.422985,102000,89300,52000,63000,29000,25500
"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities",1212703,1201903,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities",1212703,2010,south atlantic division,127,1903,01903,19.208796,80.791206,2.3288441,24.442963,68550,50600,67.645096,10.547031,21.807871,91.217735,0,8.7822666,0,,26.51757,10.009862,36.495888,63.383301,68550,,37400,70000,36950,23000
Volusia County (Southwest Central)--Deltona & Lake Helen Cities,1212704,1201901,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,1212704,2010,south atlantic division,127,1901,01901,13.969787,86.030212,6.7447042,30.919624,85880,42700,63.312363,9.1079826,27.579653,85.242477,3.0100334,11.747492,0,0,57.413994,13.942599,47.403725,64.448639,95300,89300,20400,57000,32000,19000
"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1302600,1300100,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1300100,2010,south atlantic division,0,100,00100,24.604221,75.395782,2.0706985,14.009812,92000,43000,67.674393,11.359549,20.966063,92.696144,0,7.3038607,2.0925713,,1.7931035,6.6237411,15.313185,37.144444,93000,,38500,58400,20000,19200
Northwest Georgia Regional Commission (North Central)--Whitfield County,1302700,1300100,Northwest Georgia Regional Commission (North Central)--Whitfield County,1300200,2010,south atlantic division,0,100,00100,15.644611,84.355392,4.2795415,18.744501,92400,34800,62.8493,6.4544044,30.696293,92.31337,.50057584,7.1860509,4.6358848,,0,11.664737,47.340286,27.227268,92400,,36000,45300,30200,25000
Northwest Georgia Regional Commission (Northeast),1302800,1300800,Northwest Georgia Regional Commission (Northeast),1300300,2010,south atlantic division,0,800,00800,24.987379,75.012619,7.8984594,17.407558,97000,38800,67.855988,5.7764611,26.367558,92.104736,.27796742,7.6172972,7.3830118,,14.419238,10.635191,35.935493,30.77701,100000,,36000,50000,32000,23500
Georgia Mountains Regional Commission (North & Northwest),1303200,1300300,Georgia Mountains Regional Commission (North & Northwest),1300400,2010,south atlantic division,0,300,00300,31.740189,68.259811,13.825367,15.403616,87500,42000,76.164825,3.8787556,19.956419,90.183327,.096412748,9.7202587,13.445081,,17.490751,8.0824795,13.759645,43.66468,95900,,33000,50600,48200,20000
Northeast Georgia Regional Commission (East),1303700,1300500,Northeast Georgia Regional Commission (East),1300500,2010,south atlantic division,0,500,00500,23.294304,76.705696,6.5403266,12.109859,90000,44640,74.352219,5.7243133,19.923466,90.228065,.00085882365,9.7710733,6.6235633,,5.7722797,6.7292633,11.578344,32.342373,100000,,38700,53690,38000,21000
Georgia Mountains Regional Commission (South Central)--Hall County,1303400,1300600,Georgia Mountains Regional Commission (South Central)--Hall County,1300601,2010,south atlantic division,139,600,00600,24.368099,75.631897,0,25.241106,100000,35000,68.937386,11.00201,20.060604,88.044853,0,11.955146,0,,0,15.726966,54.316734,41.989834,100000,,48000,44750,19000,24400
Georgia Mountains Regional Commission (South Central)--Hall County,1303400,1300600,Georgia Mountains Regional Commission (South Central)--Hall County,1300602,2010,south atlantic division,139,600,00600,24.36586,75.63414,.013145394,25.213089,100000,35000,68.94899,10.990764,20.060246,88.049225,0,11.950778,.013648185,,.0094410097,15.70625,54.269409,41.96941,100000,,48000,44750,19000,24400
Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,1301005,1301101,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,1300701,2010,south atlantic division,121,1101,01101,50.177784,49.822216,3.4220603,14.306046,123500,56700,76.946533,7.3187933,15.734673,94.972511,.2601029,4.767386,1.8364278,.073536262,35.192604,13.085836,.002060846,26.926506,125600,80000,30830,65000,46000,39700
Georgia Mountains Regional Commission (Southwest)--Forsyth County,1303300,1300800,Georgia Mountains Regional Commission (Southwest)--Forsyth County,1300702,2010,south atlantic division,0,800,00800,50.172138,49.827862,3.4212973,14.306009,123500,56700,76.947662,7.3192782,15.733057,94.975471,.2597236,4.7648058,1.8365968,,35.195152,13.086896,0,26.923864,125600,,30830,65000,46000,39700
Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1303102,1301900,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1300801,2010,south atlantic division,57,1900,01900,41.803833,58.196167,.34591731,11.555923,100000,55600,72.443092,5.3377509,22.219154,94.226166,.45695248,5.3168774,0,0,6.5060244,7.673089,0,26.991579,106000,36000,85000,70000,57800,19000
Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities,1303101,1301900,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities,1300802,2010,south atlantic division,57,1900,01900,41.803833,58.196167,.34591731,11.555923,100000,55600,72.443092,5.3377509,22.219154,94.226166,.45695248,5.3168774,0,0,6.5060234,7.673089,0,26.991579,106000,36000,85000,70000,57800,19000
Northwest Georgia Regional Commission (East Central)--Bartow County,1302900,1300700,Northwest Georgia Regional Commission (East Central)--Bartow County,1300900,2010,south atlantic division,0,700,00700,22.023613,77.976387,3.7875552,13.241238,100000,58000,72.475922,5.0370994,22.48698,88.274239,0,11.725758,3.4438264,,6.375227,8.7839527,21.676645,25.717607,101000,,68200,60000,63000,39000
"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1302500,1302100,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1301000,2010,south atlantic division,0,2100,02100,15.555891,84.444107,3.294385,13.739911,96000,39800,70.020927,10.475336,19.503736,89.694908,0,10.305096,2.0264158,,14.330709,10.703612,20.804794,20.846106,96000,,37700,50000,34900,23000
Northwest Georgia Regional Commission (Southeast)--Paulding County,1304500,1300700,Northwest Georgia Regional Commission (Southeast)--Paulding County,1301100,2010,south atlantic division,0,700,00700,22.107014,77.89299,3.7969177,13.26534,100000,58000,72.462135,5.038661,22.499203,88.250954,.0063466462,11.742702,3.4358647,,6.5124207,8.8038664,21.752739,25.733461,103000,,68200,60000,63000,39000
Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,1303003,1301305,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,1301200,2010,south atlantic division,67,1305,01305,24.190624,75.809372,.017373791,20.601398,88000,44700,70.983208,7.9362206,21.080574,84.694984,.91908818,14.385922,.0077961404,0,.074870765,15.828143,20.753214,36.616901,99700,54600,57800,45000,56000,26100
Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1303102,1300800,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1301301,2010,south atlantic division,0,800,00800,50.245293,49.754707,5.6295819,24.539547,104150,46100,73.196938,1.9203808,24.882683,85.484146,.52500838,13.990843,2.0080326,0,27.968523,21.81016,25.324547,32.507946,123000,112000,31000,57000,33700,22000
Atlanta Regional Commission (Northwest)--Cobb County (Northeast),1303005,1301302,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),1301302,2010,south atlantic division,67,1302,01302,57.872646,42.127354,7.5261326,14.08526,113400,65000,73.198349,4.9932132,21.808437,79.224724,7.0290952,13.746184,.11990307,85.125931,10.530611,13.24583,5.1611729,18.94598,128000,16150,56000,87000,38400,39000
Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,1303002,1301305,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,1301303,2010,south atlantic division,67,1305,01305,40.380634,59.619366,3.654566,24.594746,100000,33000,64.247925,9.9992313,25.752842,80.647743,1.1824954,18.169762,1.9259278,0,11.565086,23.980247,20.577593,27.687561,120900,114000,60000,36330,34000,28500
Atlanta Regional Commission (Southwest)--Douglas County,1304400,1301800,Atlanta Regional Commission (Southwest)--Douglas County,1301304,2010,south atlantic division,0,1800,01800,46.823994,53.176006,5.0960279,23.767513,103000,43000,66.46682,5.7289438,27.804235,84.999863,.89218169,14.107951,2.2785385,0,22.393564,18.268913,50.814991,31.339056,120000,62800,37200,55000,33100,23000
Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,1303004,1301303,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,1301305,2010,south atlantic division,67,1303,01303,36.10952,63.89048,2.6986611,25.485138,100000,32800,50.542652,14.568249,34.889103,82.297478,1.8320302,15.870492,2.0848169,0,6.1933136,20.033587,36.46669,28.797167,120000,62800,45000,44800,33100,23000
Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,1301005,1301101,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,1301401,2010,south atlantic division,121,1101,01101,64.76651,35.23349,4.9487495,14.407126,132200,63500,72.969345,5.4899225,21.540728,89.090668,1.0100427,9.8992872,1.4788803,37.138622,32.892159,8.9899731,9.8343134,33.923206,144000,68800,30000,75000,41000,39900
Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City,1301002,1301101,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City,1301402,2010,south atlantic division,121,1101,01101,67.687698,32.312302,5.150908,13.061617,132200,68700,77.528587,2.7837117,19.6877,89.635437,.81094587,9.5536175,1.5330368,20.581861,37.785225,7.6194978,9.8343134,34.948566,141000,68800,27500,87000,41000,39900
Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City,1301001,1301102,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City,1301403,2010,south atlantic division,121,1102,01102,58.235603,41.764397,4.2369866,18.805599,138100,53000,63.502365,9.9920359,26.505602,88.069214,1.6757978,10.25499,1.4442906,51.778137,20.451647,11.402229,9.5188503,40.043564,149000,27200,36000,65000,41000,39400
Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,1302004,1301505,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,1301404,2010,south atlantic division,135,1505,01505,63.332844,36.667156,3.6609457,32.484909,171500,60000,57.044189,4.8090243,38.14679,91.303795,2.1599166,6.5362864,2.1143079,5.7865043,24.56316,5.2417421,6.9194069,76.44693,185000,170000,55100,80000,107000,19100
Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),1301007,1301201,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),1301405,2010,south atlantic division,89,1201,01201,32.00045,67.99955,2.6345749,50.035942,135000,17000,18.57527,7.5688848,73.85585,74.108406,9.5642958,16.327301,.35879585,0,14.507463,25.755178,40.521885,57.117741,150000,163000,49760,50100,25000,13000
Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North),1301006,1301104,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North),1301406,2010,south atlantic division,121,1104,01104,13.728862,86.271141,4.4043512,46.087837,80000,20300,26.380167,11.064271,62.555565,52.396088,10.272323,37.331589,.48545998,0,11.116562,31.337946,23.473734,56.307762,113000,80000,42200,36000,30000,13500
Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),1301003,1301106,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),1301407,2010,south atlantic division,121,1106,01106,21.811895,78.188103,10.232038,30.802151,74000,31400,33.358746,9.2993755,57.341881,42.238468,6.1087284,51.652802,0,0,19.809263,11.523198,35.250206,41.296356,106400,80000,40000,53400,41000,24600
Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities,1301004,1301107,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities,1301408,2010,south atlantic division,121,1107,01107,23.34881,76.651192,12.002824,24.211786,74000,35000,34.571754,9.8017607,55.62648,44.639656,3.5351858,51.825161,.00076850248,0,23.159565,3.6441367,32.025097,35.617786,110000,128000,40000,63500,63400,25600
Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,1302004,1301505,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,1301501,2010,south atlantic division,135,1505,01505,47.394852,52.605148,5.5273376,51.597237,103500,35700,67.522003,7.6981263,24.779869,91.191383,.011101973,8.7975159,4.4588046,,16.59483,42.761196,87.507233,64.518524,117600,,69000,36200,23000,35400
Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City,1304006,1301501,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City,1301502,2010,south atlantic division,135,1501,01501,36.102741,63.897259,2.979892,35.876419,105000,35600,59.076839,4.3437099,36.579449,84.588303,2.151875,13.259825,2.377799,0,7.3044119,31.708664,36.656906,42.514774,123300,75600,57700,42000,32900,22000
Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities,1302002,1301201,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities,1301503,2010,south atlantic division,89,1201,01201,32.71307,67.286926,5.9579697,31.803116,93000,34500,44.282295,6.5919609,49.125744,76.796028,2.9452269,20.258743,4.6119924,0,11.926418,21.314058,50.715549,38.720253,115000,64000,52000,48800,17400,23000
Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),1301007,1301104,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),1301504,2010,south atlantic division,121,1104,01104,37.936871,62.063129,3.677496,39.766151,125000,25400,30.926865,5.1309214,63.942211,81.365707,1.8605111,16.773785,.56347179,0,19.190798,16.174166,66.059784,49.066978,135000,163000,48000,52000,9300,19800
Atlanta Regional Commission (Central)--DeKalb County (South),1301008,1301205,Atlanta Regional Commission (Central)--DeKalb County (South),1301505,2010,south atlantic division,89,1205,01205,24.42992,75.570084,7.8174448,25.872608,73000,30600,32.832981,6.4035459,60.763474,52.513134,3.8681302,43.618732,1.6672188,0,15.915033,17.396273,23.213009,30.732998,104000,48000,40000,45500,29900,25000
Atlanta Regional Commission (Central)--DeKalb County (South),1301008,1301205,Atlanta Regional Commission (Central)--DeKalb County (South),1301506,2010,south atlantic division,89,1205,01205,24.674044,75.325958,10.668986,25.38538,66400,34600,35.726376,8.3020401,55.971588,55.927956,6.1439104,37.928135,10.526356,0,12.607556,13.534734,40.536976,30.702209,89400,62000,48400,50300,23300,27000
