pumaname,puma12ID,puma2kID,puma12name,pumaID,year,region,countyfip,puma,puma_str,puma_shcollege_white,puma_shcollege_hispanic,puma_shcollege_black,puma_shcollege_asian,puma_shcollege_other,puma_shnoncollege_white,puma_shnoncollege_hispanic,puma_shnoncollege_black,puma_shnoncollege_asian,puma_shnoncollege_other,puma_shmarr_white_noncol,puma_shcoh_white_noncol,puma_shunpmom_white_noncol,puma_shmarr_hispanic_noncol,puma_shcoh_hispanic_noncol,puma_shunpmom_hispanic_noncol,puma_shmarr_black_noncol,puma_shcoh_black_noncol,puma_shunpmom_black_noncol,puma_shmarr_asian_noncol,puma_shcoh_asian_noncol,puma_shunpmom_asian_noncol,puma_shmarr_other_noncol,puma_shcoh_other_noncol,puma_shunpmom_other_noncol,puma_shmarr_white_col,puma_shcoh_white_col,puma_shunpmom_white_col,puma_shmarr_hispanic_col,puma_shcoh_hispanic_col,puma_shunpmom_hispanic_col,puma_shmarr_black_col,puma_shcoh_black_col,puma_shunpmom_black_col,puma_shmarr_asian_col,puma_shcoh_asian_col,puma_shunpmom_asian_col,puma_shmarr_other_col,puma_shcoh_other_col,puma_shunpmom_other_col,puma_shpov_white_noncol,puma_shpov_hispanic_noncol,puma_shpov_black_noncol,puma_shpov_asian_noncol,puma_shpov_other_noncol,puma_shpov_white_col,puma_shpov_hispanic_col,puma_shpov_black_col,puma_shpov_asian_col,puma_shpov_other_col,puma_hhinc_white_noncol,puma_hhinc_hispanic_noncol,puma_hhinc_black_noncol,puma_hhinc_asian_noncol,puma_hhinc_other_noncol,puma_hhinc_white_col,puma_hhinc_hispanic_col,puma_hhinc_black_col,puma_hhinc_asian_col,puma_hhinc_other_col,puma_shpov_white_noncol_marr,puma_shpov_white_noncol_coh,puma_shpov_white_noncol_unpmom,puma_shpov_hisp_noncol_marr,puma_shpov_hisp_noncol_coh,puma_shpov_hisp_noncol_unpmom,puma_shpov_black_noncol_marr,puma_shpov_black_noncol_coh,puma_shpov_black_noncol_unpmom,puma_shpov_asian_noncol_marr,puma_shpov_asian_noncol_coh,puma_shpov_asian_noncol_unpmom,puma_shpov_other_noncol_marr,puma_shpov_other_noncol_coh,puma_shpov_other_noncol_unpmom,puma_shpov_white_col_marr,puma_shpov_white_col_coh,puma_shpov_white_col_unpmom,puma_shpov_hisp_col_marr,puma_shpov_hisp_col_coh,puma_shpov_hisp_col_unpmom,puma_shpov_black_col_marr,puma_shpov_black_col_coh,puma_shpov_black_col_unpmom,puma_shpov_asian_col_marr,puma_shpov_asian_col_coh,puma_shpov_asian_col_unpmom,puma_shpov_other_col_marr,puma_shpov_other_col_coh,puma_shpov_other_col_unpmom,puma_hhinc_white_noncol_marr,puma_hhinc_white_noncol_coh,puma_hhinc_white_noncol_unpmom,puma_hhinc_hisp_noncol_marr,puma_hhinc_hisp_noncol_coh,puma_hhinc_hisp_noncol_unpmom,puma_hhinc_black_noncol_marr,puma_hhinc_black_noncol_coh,puma_hhinc_black_noncol_unpmom,puma_hhinc_asian_noncol_marr,puma_hhinc_asian_noncol_coh,puma_hhinc_asian_noncol_unpmom,puma_hhinc_other_noncol_marr,puma_hhinc_other_noncol_coh,puma_hhinc_other_noncol_unpmom,puma_hhinc_white_col_marr,puma_hhinc_white_col_coh,puma_hhinc_white_col_unpmom,puma_hhinc_hisp_col_marr,puma_hhinc_hisp_col_coh,puma_hhinc_hisp_col_unpmom,puma_hhinc_black_col_marr,puma_hhinc_black_col_coh,puma_hhinc_black_col_unpmom,puma_hhinc_asian_col_marr,puma_hhinc_asian_col_coh,puma_hhinc_asian_col_unpmom,puma_hhinc_other_col_marr,puma_hhinc_other_col_coh,puma_hhinc_other_col_unpmom
Denver City (Southwest),0800816,0800820,Denver City (Southwest),0801501,2010,mountain division,0,820,00820,53.168137,19.085077,0,65.666786,0,46.831863,80.914925,100,34.333214,100,60.173161,16.017317,23.809525,52.63158,11.961722,35.4067,0,0,100,88.235298,0,11.764706,20,0,80,90.272369,4.6692605,5.0583658,88.888893,11.111112,0,,,,100,0,0,,,,10.931964,13.540304,.10238189,0,0,2.3167231,18.456354,,0,,53000,40000,5500,60500,67000,85000,274000,,77000,,5.1507058,.0073801195,33.981777,6.5804057,40.589706,.73935831,,,.10238189,0,,,,,0,2.5648923,0,.026060833,0,100,,,,,0,,,,,,75750,46000,37200,40000,45800,27900,,,5500,60500,,,,,67000,85000,102000,78000,274000,11800,,,,,77000,,,,,
Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest),0800810,0800810,Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest),0801601,2010,mountain division,0,810,00810,9.3822479,2.8127668,12.777365,36.748745,11.334852,90.617752,97.187233,87.222633,63.251255,88.665146,71.296295,1.8518518,26.851851,57.5,18.75,23.75,44.827587,1.7241379,53.448277,95.454544,0,4.5454545,11.111112,0,88.888893,68.181816,4.5454545,27.272728,81.818184,0,18.181818,81.818184,0,18.181818,76.92308,23.076923,0,0,100,0,8.6474819,29.250278,48.463928,20.357742,14.322421,15.183492,4.2827106,0,13.799109,0,56004,38300,20000,37000,40000,55000,42800,100000,56000,35600,2.9869058,100,18.169823,26.619804,25.627411,38.517952,32.78022,0,59.586716,16.992683,,,0,,17.410187,0,,57.948719,0,,,0,,0,17.516306,0,,,0,,60000,24600,42400,47700,31000,27000,57800,60000,17000,41000,,,37400,,40000,81000,,9800,42800,,,100000,,48000,56000,50000,,,35600,
Denver City (Southeast),0800815,0800815,Denver City (Southeast),0801602,2010,mountain division,0,815,00815,69.412102,73.327034,,49.688477,,30.587898,26.672966,,50.311523,,76.190475,3.5714288,20.238096,52.941177,11.764706,35.294117,,,,100,0,0,,,,85.840706,2.2123895,11.946902,71.428574,4.7619047,23.809525,,,,100,0,0,,,,4.8969512,.3147009,,0,,1.2320172,0,,28.831375,,103000,67000,,54000,,110500,45000,,107200,,.0041656289,,52.318634,0,,,,,,0,,,,,,.71136469,0,6.554378,0,,0,,,,28.831375,,,,,,103000,,20000,67000,,,,,,54000,,,,,,111500,271000,79900,40000,,45000,,,,107200,,,,,
Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities,0800808,0800808,Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities,0801603,2010,mountain division,0,808,00808,47.815498,6.690527,30.334538,34.84576,23.956528,52.184502,93.309471,69.665466,65.154236,76.043472,81.519859,5.699482,12.780656,76.890755,5.042017,18.067226,66.666672,0,33.333336,96.875,0,3.125,62.5,8.333334,29.166666,89.946136,3.2315977,6.8222618,74.358978,5.1282053,20.512821,100,0,0,89.361702,8.5106382,2.1276596,71.428574,0,28.57143,3.5663013,6.6203194,4.6073976,18.626797,.0095498729,2.7600627,37.417587,0,.015720217,0,79000,62500,54000,94000,147400,100000,377600,101030,96000,45000,.84749991,.01402403,30.403805,9.3974409,0,.065058194,0,,16.154722,16.878319,,100,0,0,,1.4465609,0,16.59688,.14603177,100,,0,,,.017766152,0,,0,,0,95000,49000,44000,62500,101000,50800,50600,,54000,94000,,22000,147400,162000,,104800,125000,75000,377600,12000,,101030,,,96000,90000,,90530,,45000
Jefferson County (Northeast)--Arvada City,0800817,0800801,Jefferson County (Northeast)--Arvada City,0801701,2010,mountain division,0,801,00801,64.652222,6.4750543,10.879962,3.1137028,27.465248,35.347778,93.524948,89.120041,96.886299,72.534752,77.184471,6.7961164,16.019417,64.341087,9.1085272,26.550388,31.868134,8.7912092,59.34066,32.142857,14.285715,53.571426,61.111111,27.777779,11.111112,90.794983,2.3012552,6.9037652,78,0,22,100,0,0,,,,72.727272,18.181818,9.090909,31.547964,42.097168,48.807468,91.463112,4.7231679,2.5969768,0,0,0,.015548022,43000,24000,25200,21900,37000,115000,107500,135000,96870,118000,3.507422,50.436592,59.297104,18.06229,12.273525,69.034355,13.160689,5.4391336,63.242172,92.598274,,94.406494,0,12.031317,,.0063225371,.00020568923,32.176109,0,,0,0,,,0,,,0,,,84860,36000,8400,31000,33100,4670,30000,86800,20000,20700,,21900,37000,40600,,122000,130000,73000,107500,,69000,135000,,,96870,,,118000,,
DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast),0800824,0800808,DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast),0801702,2010,mountain division,0,808,00808,68.067711,6.4792223,11.036014,24.356642,34.998692,31.932289,93.520775,88.963989,75.643356,65.001312,78.297165,6.0100169,15.692822,67.469879,11.531841,20.998278,42.574257,4.9504952,52.47525,82.456139,3.5087719,14.035088,50,8.8235292,41.176472,91.935486,2.5345621,5.529954,76.92308,2.5641026,20.512821,92.307693,0,7.6923079,89.655174,6.8965516,3.4482758,55.555557,33.333336,11.111112,24.252068,39.398731,48.3428,23.824427,6.7797637,.12778391,.5028522,0,0,0,48000,35000,25200,81900,37000,144000,90000,135000,96870,118000,8.7012701,97.059891,1.4606303,43.59256,15.489724,41.379814,12.930407,0,63.061436,65.243027,0,20.472713,0,52.717243,1.5106505,.088480473,0,.58585256,.34341955,,.09199775,0,,,0,,,0,0,,84860,36000,12000,36400,43500,29000,30000,86800,20000,20700,118000,81900,37000,25000,34000,151000,91000,73000,90000,,33000,135000,,,96870,,,118000,77000,
"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine",0800820,0800820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine",0801703,2010,mountain division,0,820,00820,41.750671,2.1600735,0,.73202121,.48800594,58.249329,97.839928,100,99.267982,99.511993,64.371262,13.772455,21.856287,50,12.109375,37.890625,0,0,100,91.666672,0,8.333334,20,0,80,90.313393,3.9886038,5.6980057,80,8.5714293,11.428572,,,,,,,,,,22.604809,42.540886,63.660015,0,0,2.8669672,.93839484,,,,64800,28200,2400,86000,55900,74900,115000,,,,15.185356,4.9399633,50.48296,28.121492,48.639656,59.8675,,,63.660015,0,,0,0,,0,.30272993,,29.431231,0,,,,,,,,,,,,72700,96000,35000,38400,47200,15000,,,2400,51000,,90400,62200,,14400,74900,,35200,115000,,,,,,,,,,,
"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine",0800820,0800820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine",0801704,2010,mountain division,0,820,00820,77.615906,56.890011,,99.979111,35.573364,22.384094,43.109989,,.020889282,64.426636,61.34454,13.445379,25.210085,51.724136,17.241379,31.034481,,,,,,,0,0,100,91.162788,4.1860466,4.6511626,87.5,12.5,0,,,,100,0,0,100,0,0,6.8116984,28.315687,,,0,.0013946035,.024727954,,0,0,52360,18000,,,19200,161500,200000,,258000,259800,7.4518929,0,8.0779057,,,28.377747,,,,,,,,,0,.0015116929,0,0,0,,,,,,0,,,0,,,118560,76800,40400,,,18000,,,,,,,,,19200,154000,170500,112800,200000,,,,,,258000,,,259800,,
Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities,0800808,0800808,Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities,0801705,2010,mountain division,0,808,00808,69.46981,15.714749,26.370106,52.737946,.64081907,30.53019,84.285248,73.629898,47.262054,99.359184,79.928314,4.3010755,15.77061,62.318836,12.560387,25.120773,52.941177,2.9411764,44.117649,97.826088,0,2.173913,45,5,50,85.405403,3.5135136,11.08108,71.875,6.25,21.875,100,0,0,88.372093,11.627908,0,,,,28.535568,46.854454,42.416752,.86929882,.04949699,.95751321,.20641384,34.43615,34.823036,,45000,18000,26500,44000,43000,130050,34500,208400,37200,,9.0026131,.060150299,69.716354,.59385002,99.480286,69.25927,74.189949,0,15.436879,.78329343,,,0,,,.025537867,.088616908,5.5498705,0,.39692959,.083397783,34.43615,,,34.943295,,,,,,81000,36800,18000,35000,24000,12000,19000,99000,26500,44000,,,43000,,,145000,63730,37400,180000,30000,34500,208400,,,37200,,,,,
Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery,0800823,0800822,Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery,0801800,2010,mountain division,0,822,00822,39.201382,2.9380386,0,96.909294,50.770611,60.798618,97.061958,100,3.0907059,49.229389,76.208534,6.0663505,17.725119,69.586372,4.1362534,26.277372,80,0,20,,,,,,,93.928978,1.1454754,4.9255443,79.545456,0,20.454546,,,,96.153847,0,3.846154,,,,10.07476,12.424853,100,,40.225449,3.2582603,4.8420234,,0,,55520,35480,15300,,28700,90000,163000,,111000,,1.8637145,27.425665,32.163471,3.5045228,43.807037,19.291706,,,100,,,,,,,2.8810275,0,15.848696,5.3253512,,2.966929,,,,0,,,,,,67600,45600,30000,54800,35900,22290,,,15300,,,,,,,92000,88000,41000,163000,,38200,,,,111000,,,,,
Northeast Colorado--Eastern Plains Region,0800100,0800400,Northeast Colorado--Eastern Plains Region,0801900,2010,mountain division,0,400,00400,23.87689,1.80549,0,31.740936,34.100697,76.123108,98.194511,100,68.259064,65.899307,73.214287,7.7380953,19.047619,62.340427,5.5319147,32.127659,33.333336,0,66.666672,100,0,0,38.46154,0,61.538464,94.594589,1.8018018,3.6036036,58.064514,0,41.935482,,,,92.307693,0,7.6923079,100,0,0,6.3719773,24.198633,98.271446,0,36.717525,8.0499983,82.197723,,0,0,45600,30300,15300,219500,32000,63500,30100,,49500,47800,4.3606377,3.311754,32.639751,11.481219,3.742851,42.455132,,,100,0,,,0,,99.246269,10.234441,,.76880813,2.5438082,,94.411377,,,,0,,,0,,,60600,43200,29800,41500,70000,21400,,,15300,219500,,,32000,,950,63500,,25400,163000,,30100,,,,49500,,,47800,,
"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",0800600,0800501,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",0802001,2010,mountain division,0,501,00501,51.551968,35.084671,9.2052889,28.879944,43.561005,48.448032,64.915329,90.794708,71.120056,56.438995,80.489861,5.5743241,13.93581,61.490685,7.0393376,31.46998,64.15094,0,35.849056,68.421051,0,31.578945,84.210526,6.5789475,9.2105265,90.180183,1.2612613,8.5585585,87.951813,1.2048192,10.843374,83.333328,0,16.666668,100,0,0,71.052628,0,28.947369,16.214664,12.258001,.23319346,72.718147,4.3740072,9.0546045,.0033367663,0,0,7.7296162,53000,80000,85000,12800,28000,108000,99000,47000,141120,118430,8.7411251,1.2802433,48.178402,10.193681,.25297058,24.698423,.14979629,,,.90730602,,100,4.3896255,,,7.0394955,0,43.3022,0,,,0,,,0,,,0,,12.591709,56000,78000,33000,80000,137000,63000,85000,,,115000,,12800,28000,,,108000,132500,33154,99000,,,47000,,,141120,,,231800,,118430
Douglas County (South)--Castle Rock Town,0800822,0800821,Douglas County (South)--Castle Rock Town,0802002,2010,mountain division,0,821,00821,45.964809,28.144514,6.4799042,59.052299,39.681808,54.035191,71.855484,93.520096,40.947701,60.318192,83.678444,3.897686,12.423874,78.014183,4.2553191,17.730497,83.333328,0,16.666668,42.105263,10.526316,47.368423,90.322578,0,9.6774187,91.017319,.97402596,8.0086584,98.245613,0,1.7543859,100,0,0,96.875,0,3.125,70.588234,0,29.411766,14.532336,9.38978,0,61.288673,.012704694,7.3229494,0,0,8.3085518,32.336334,61000,80000,58500,12800,44800,106200,99000,47000,106600,88000,7.4658303,10.879009,45.184208,5.6819992,0,29.942406,0,,0,0,,100,.0029832553,,.11544155,5.3089347,0,29.41058,0,,,0,,,0,,,46.113026,,12.608697,64000,78000,38000,85000,137000,22000,69000,,58500,115000,,12800,44800,,72060,108000,136000,53200,99000,,,47000,,,108000,,,60000,,118430
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,0804101,0801000,El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,0802003,2010,mountain division,0,1000,01000,43.465435,4.2861042,30.474726,17.843674,15.57378,56.534565,95.713898,69.525276,82.156326,84.426224,80.467094,6.1571126,13.375796,73.134323,4.477612,22.38806,90,0,10,31.25,0,68.75,90.243896,0,9.7560968,89.051094,1.946472,9.0024328,100,0,0,80,0,20,100,0,0,64.285713,0,35.714287,28.93495,51.92033,31.668039,86.197235,.00026205281,8.7170811,0,0,0,1.573516,44000,27000,30000,20000,31300,94200,99000,25000,106300,177800,11.619881,88.519569,31.134525,50.040752,86.173912,27.688753,81.246849,,0,0,,100,.000827785,,0,5.3682537,0,26.843929,0,,,0,,0,0,,,0,,12.608695,66400,3500,39000,16300,29700,63000,14100,,30000,30000,,20000,36000,,31300,115000,111200,67600,99000,,,179100,,25000,106300,,,177800,,118430
El Paso County (Central)--Colorado Springs City (Central),0804103,0800904,El Paso County (Central)--Colorado Springs City (Central),0802004,2010,mountain division,41,904,00904,34.690983,18.808931,26.428684,42.578339,92.012199,65.309021,81.191071,73.57132,57.421661,7.9878006,76.385536,4.8192768,18.795181,66.666672,2.6666667,30.666668,48.148148,0,51.851852,0,66.666672,33.333336,,,,84.837547,1.4440433,13.718411,100,0,0,100,0,0,85.714287,0,14.285715,100,0,0,33.591297,20.736315,0,97.807938,0,8.652792,0,0,82.167206,3.3891759,34900,41400,46000,25400,84000,84000,80000,60000,4000,90660,26.74346,81.215027,39.077438,24.846977,,16.433294,0,,0,,,100,0,,,5.6971898,,33.896847,0,,,0,,,,,100,3.3891759,,,49200,8500,14900,47600,,19000,46000,,30000,,,25400,84000,,,100000,,60000,80000,,,60000,,,,,4000,90660,,
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,0804101,0800901,El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,0802005,2010,mountain division,41,901,00901,36.96648,16.284164,3.7252176,84.537987,34.06987,63.03352,83.715836,96.27478,15.462013,65.93013,80.327866,4.4496489,15.222483,69.491524,3.3898306,27.118645,72.222221,0,27.777779,25,25,50,89.473686,0,10.526316,87.936508,1.5873017,10.476191,100,0,0,,,,92.307693,0,7.6923079,70.588234,0,29.411766,13.431051,10.309649,0,15.01099,.23845543,4.2670469,0,0,10.783449,71.84523,64000,87000,24000,69000,84000,91000,93300,180000,106600,18000,6.0770607,23.930708,41.462803,5.7117076,0,31.239111,0,,0,,0,,.29001242,,0,1.4091744,0,20.235683,0,,,0,,,0,,100,75.204865,,,68000,70000,40600,87000,18000,22000,24000,,58500,,69000,,84000,,72060,102000,216200,58000,93300,,,180000,,,106600,,29200,18000,,
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,0804105,0800905,El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,0802006,2010,mountain division,41,905,00905,23.196848,4.2837958,.33462015,1.1835986,8.782258,76.803154,95.716202,99.665382,98.816399,91.217743,78.571426,4.6703296,16.758242,62.992126,1.5748031,35.433071,52.777779,0,47.222221,76.470589,0,23.529411,86.84211,13.157895,0,89.0411,1.826484,9.1324205,89.473686,0,10.526316,,,,,,,66.666672,0,33.333336,29.325745,14.722541,18.390564,28.569609,41.464935,6.252131,0,,,2.6269453,43000,36400,35000,49000,21000,88000,75900,,,73000,20.951273,34.853859,51.02985,5.2630053,0,27.172651,17.567572,,19.128172,27.013508,,,56.399155,0,,3.6905005,0,27.043402,0,,0,,,,,,,0,,12.608695,44500,36500,35000,39000,79300,35800,74000,,22600,49000,,,21800,19000,,97600,38100,44100,85000,,35020,,,,,,,73000,,118430
"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",0800600,0800501,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",0802101,2010,mountain division,0,501,00501,36.902287,5.8263059,.21860716,4.4554343,36.44825,63.097713,94.173691,99.781395,95.544563,63.55175,77.579369,6.7460322,15.674603,54.389317,8.2061071,37.404579,,,,,,,93.103447,0,6.8965516,91.01796,1.9461079,7.0359282,74.509804,1.9607844,23.529411,,,,,,,64.705887,0,35.294117,15.064745,28.467596,11.163151,.4694249,76.786446,7.5827284,12.348531,,,.034503389,52000,29100,69000,219500,18300,95900,71000,,,123700,5.7752047,2.9918218,43.818058,26.30887,16.269096,32.696861,0,,,0,,,75.171257,,,3.968291,,28.17415,0,,44.808392,,,,,,,0,,.15554664,57000,30000,21000,41000,55000,24100,69000,,,219500,,,18300,,,103800,,68000,71000,,30100,,,,,,,123700,,15200
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",0800900,0800700,"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",0802200,2010,mountain division,0,700,00700,45.431007,10.088229,65.045586,,15.869019,54.568993,89.911774,34.954414,,84.130981,74.786324,8.9743595,16.239317,59.090908,14.772727,26.136362,,,,,,,57.692307,15.384616,26.923079,91.441437,2.2522521,6.3063064,72.727272,0,27.272728,100,0,0,,,,60.000004,0,40,12.15392,18.107519,,,27.54491,3.6178193,7.6667337,0,,62.857143,52000,32900,,,29000,78000,76000,52700,,0,6.952302,5.7116446,29.248343,18.493933,24.468378,15.54528,,,,,,,29.474548,,19.548872,2.6043062,0,17.632502,11.72757,,0,0,,,,,,100,,0,61270,62000,20400,42800,32900,14000,,,,,,,40800,,20000,79150,88000,57000,76000,,12950,52700,,,,,,0,,25000
Pueblo County (North)--Pueblo City & Pueblo West,0800700,0800502,Pueblo County (North)--Pueblo City & Pueblo West,0802301,2010,mountain division,0,502,00502,25.77928,9.4095936,,0,51.732834,74.220718,90.590408,,100,48.267166,79.692307,5.5384612,14.769231,54.794521,10.958904,34.246574,,,,50,0,50,100,0,0,89.61039,1.2987013,9.090909,90.322578,3.2258062,6.4516125,,,,,,,57.14286,0,42.857143,24.108658,32.753857,,0,0,0,0,,,0,46000,38000,,48000,375250,94700,84000,,,15200,3.7388906,0,80.644104,25.310013,16.786354,56.750454,,,,0,,,0,,,0,,0,0,0,0,,,,,,,,,0,75000,34100,0,58000,51000,17600,,,,48000,,,375250,,,100800,,48000,116600,133000,62000,,,,,,,,,15200
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",0801002,0800600,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",0802401,2010,mountain division,0,600,00600,42.088066,9.5936937,85.321098,,17.297987,57.911934,90.406303,14.678902,,82.702011,76.229507,7.2131147,16.557377,72.081223,11.675127,16.243654,,,,,,,69.444443,11.111112,19.444445,90.379745,2.278481,7.3417721,79.166672,0,20.833332,100,0,0,,,,63.636364,18.181818,18.181818,14.08819,18.265219,,,25.756702,3.4401402,7.2816186,0,,53.005165,49000,33000,,,29000,79150,76000,52700,,0,7.5833373,9.3558397,33.723217,18.417198,16.376989,18.6185,,,,,,,26.912695,,19.548872,2.6122677,0,13.960711,9.8584566,,0,0,,,,,,89.930122,,0,56700,58400,20400,42800,32900,14000,,,,,,,40800,,20000,79150,88000,57000,76000,,12950,52700,,,,,,0,,25000
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",0801002,0800600,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",0802501,2010,mountain division,0,600,00600,27.865618,10.719137,,,35.908779,72.134384,89.280861,,,64.091217,76.229507,7.2131147,16.557377,72.081223,11.675127,16.243654,,,,,,,69.444443,11.111112,19.444445,90.379745,2.278481,7.3417721,79.166672,0,20.833332,,,,,,,63.636364,18.181818,18.181818,19.05456,19.840405,,,1.1222246,.089714207,.095815666,,,.86215436,42300,36400,,,97720,105000,90000,,,36000,7.4041495,14.856869,54.936958,17.372141,.33994898,92.545837,,,,,,,.88558859,,,.070694029,0,.32364371,.096146353,,,,,,,,,2.2563341,0,,51000,36700,12000,36400,32900,0,,,,,,,97720,,,106150,44130,94600,90000,,,,,,,,,87000,36000,
Litchfield County,0900500,0900100,Litchfield County,0920100,2010,new england division,5,100,00100,47.468903,18.524796,6.3582578,10.667902,24.046642,52.531097,81.475204,93.641739,89.3321,75.953354,75.560081,7.7393079,16.700611,60.416668,2.0833335,37.5,61.538464,5.7692308,32.692307,90.476189,0,9.5238094,77.272728,22.727274,0,88.135597,.77041602,11.09399,95.454544,0,4.5454545,,,,86.36364,0,13.636364,,,,11.781149,4.9226227,52.961723,35.255486,22.793619,1.2775009,0,,0,0,72300,48500,24000,98100,59230,114000,140000,,121700,66400,4.866715,43.237309,16.925604,2.8467677,,10.340308,54.321396,,,3.2071748,,100,25.026787,,,1.4299763,0,0,0,,,,,,0,,,0,,,88000,37600,35200,48500,,5700,24000,,,98100,,0,59230,,,120000,71000,63000,140000,,,,,,121700,,,66400,,
Hartford Town,0900302,0900800,Hartford Town,0920201,2010,new england division,3,800,00800,20.981211,4.077683,4.2361546,0,0,79.018791,95.922318,95.763847,100,100,9.090909,9.090909,81.818184,21.238937,11.504425,67.256638,18.75,1.0416667,80.208328,100,0,0,33.333336,0,66.666672,100,0,0,20,0,80,83.333328,16.666668,0,,,,,,,34.676353,30.828636,33.423355,40.311806,0,44.278606,38.625206,0,,,27400,21800,24000,66600,40400,66000,19830,103000,,,100,100,5.6297708,12.780847,53.016685,32.257427,22.072538,0,36.44429,40.311806,,,0,,0,44.278606,,,100,,15.158372,0,0,,,,,,,,27700,10500,27400,48000,20200,21300,72000,27900,19800,66600,,,61700,,40400,66000,,,19830,,7800,67000,130000,,,,,,,
Hartford County (North),0900300,0900200,Hartford County (North),0920202,2010,new england division,3,200,00200,46.624317,33.374504,38.053959,56.569038,45.776093,53.375683,66.625496,61.946041,43.430962,54.223907,71.705421,6.5891476,21.705427,71.875,6.25,21.875,60.759491,7.5949364,31.645569,91.304352,0,8.695652,75,25,0,88.541672,.69444448,10.763888,92.85714,0,7.1428576,93.333336,3.3333335,3.3333335,81.25,0,18.75,66.666672,0,33.333336,4.0322709,35.711365,5.1321592,68.421051,0,1.745014,0,0,0,7.9362164,80700,67000,66000,29400,107000,135040,110000,106000,116300,102000,2.664005,0,8.3239117,0,,69.363556,0,100,2.8585467,68.824097,,,0,,,2.1445606,0,0,0,,,0,0,0,0,,,0,,,88000,40000,68000,81004,,21030,82600,8160,37240,29400,,,107000,,,141800,140000,70000,110000,,,126000,33000,107060,116300,,,102000,,
Tolland County,0901300,0900900,Tolland County,0920203,2010,new england division,13,900,00900,46.767601,8.9302254,61.585148,50.873631,97.956825,53.232399,91.069778,38.414852,49.126369,2.0431747,78.670357,5.5401659,15.789473,57.894737,19.298244,22.807016,47.058823,11.764706,41.176472,75,0,25,,,,92.814377,.89820361,6.287425,100,0,0,33.333336,50,16.666668,83.333328,0,16.666668,100,0,0,4.7831888,2.2270901,1.86572,0,,2.3282084,5.7478347,0,0,0,85600,38000,153000,69800,,128000,152000,73000,190000,83350,2.4396374,26.988003,6.5919504,.026030105,.25201949,5.1315227,0,,,0,,,,,,0,,39.257038,5.7478347,,,0,,,0,,0,0,,,87150,20600,86000,110000,35000,38000,153000,,,69800,,,,,,130500,,43400,152000,,,73000,,,345100,,113300,83350,,
Tolland County,0901300,0900900,Tolland County,0920204,2010,new england division,13,900,00900,34.10368,14.592485,36.877972,41.963078,71.097466,65.896317,85.407516,63.122028,58.036922,28.902534,73.703705,7.4074073,18.888889,67.123291,6.8493152,26.027397,44.444447,8.333334,47.222221,100,0,0,33.333336,0,66.666672,93.856659,0,6.1433444,92.85714,0,7.1428576,64.285713,28.57143,7.1428576,88.235298,0,11.764706,100,0,0,6.3188457,.0077049793,30.041483,0,0,1.1542981,.011894594,0,37.916363,0,75000,54800,67000,90000,112300,108000,80000,250520,56000,53100,2.1870635,10.630749,14.724202,0,0,.027062036,0,0,41.644928,0,,,,,0,0,,20.573111,.012653691,,0,0,0,0,38.653099,,,0,,,85600,29800,40000,55370,85400,23000,89000,85000,45000,90000,,,,,112300,112124,,43400,80000,,59800,250520,102000,72000,56000,,,53100,,
